Tweet,Keyword,Sentiment,start,end
@MahaElHajj it's true .. Watch the last part where ppl are fighting with the securities of the mall ?? Don't blame them when they come here,@MahaElHajj,neutral,0,1
"Todays it's writing placement test for Jan and Marc , among other administrative administrativia ....",Jan and,neutral,6,8
I just became the mayor of Despacho Castillo S.C . on @foursquare ! http://t.co/qFfOUc35,Despacho Castillo S.C,positive,6,9
Have you heard of Pinterest ? http://t.co/zgjUeHto,Pinterest,neutral,4,5
IBN : Iran vs EU : Iraq Plays Go-Between in Oil Export Crisis http://t.co/nOFOjW6I,EU,neutral,4,5
it's official ! Social security now pays out more than it brings in ! Word of advice : don't depend on social security in the future !,social security,negative,21,23
"2010 NFL training cam ps: Carolina Panthers WR Steve Smith activated , catches passes http://mybrandz.com/2bA #NFL",Carolina Panthers,neutral,5,7
NYSE : $ HCA double bottomed and looking to finally bounce ? What caused the panic ?? some funds dumping ?,NYSE,neutral,0,1
"To stay racially-sensitive ... Math questions always start with ""Gopal , Ali , and Mary , each bought 10 rambutans ... ""","""Gopal",neutral,9,10
Johnson & am p; Johnson Recalls Infants & # 8217 ; Tylenol http://t.co/hct3m1fC,Johnson & am p; Johnson,neutral,0,5
Barcelona's Pep Guardiola : I have not decided yet if Lionel Messi will play against Zaragoza http://t.co/Cw76oazF,Zaragoza,neutral,15,16
is Twitter trying to kill ppl's english level or encouraging ppl to talk in short ?,Twitter,negative,1,2
KC Concepcion Rogue Magazine Photos Continue to Get Praised by Fans on Twitter : The KC Concepcion Rogue magazine ... http://t.co/gT1QLEUp,KC Concepcion,positive,15,17
How often do you get the opportunity to spend an hour or two with Jay Abraham's Chief Operating Officer ? http://bit.ly/gsbBAZ,Jay Abraham's,positive,14,16
Artist Kim Itoh and gang enjoying themselves at Cold Stone Creamery at Orchard Central . Who says that work must ... http://t.co/5Jc4reeA,Cold Stone Creamery,positive,8,11
@Battlefield i get this whenever i join a server : You were disconnected from EA Online . platform : PC,EA Online,neutral,14,16
Apple planning iBooks and publishing NYC event for January ... http://t.co/AdFHutxq,Apple,neutral,0,1
#NowPlaying 'Dance With Me' by @AARONCARTER7 featuring Flo Rida - Download it on iTunes ! http://bit.ly/8cFidZ #AaronCarter #AC2010,Flo Rida,neutral,7,9
I need to find a new way to interact with Twitter ; else I'll just drift farther and farther apart from it as my priorities shift .,Twitter,neutral,10,11
"Per requests , just set up a facebook fan page at ...http://www.facebook.com/2tattooart Check it out !",facebook,neutral,7,8
"Forex : EUR/USD , in range between 1.2795 and 1.2840",Forex,neutral,0,1
@felafeffy lol YEAH ! :( if we go back i'm not going to fall asleep during Wicked ever again . XD and HARRY POTTER OMG & gt ; : ),HARRY POTTER,positive,22,24
Sorcerer's Stone Of The Magi by Acid Mothers Temple And The Melting Paraiso U.F.O . ( Lord Of The Undergroun d: Vishnu And The Magic Elixir ),The Melting Paraiso U.F.O,neutral,10,14
@zoelhong twitter damn hard to use . eh wait the new movie captain USA come out go watch leh,twitter,negative,1,2
I voted to send Dwyane Wade from Miami to the 2012 NBA All-Star Game . http://t.co/QoLVtgof,NBA,positive,11,12
RACK's ( Rackwise Inc. ) recent partnership with Intel makes this company even more attractive in our eyes !!,Rackwise Inc.,positive,2,4
http://t.co/aH3KZMJh :) forex system FOREX-U.S . dollar slides on global central bank action,FOREX-U.S,neutral,4,5
"Ex- @ Greenpeace leader , Dr . Patrick # Moore , supports #tar #sands and says they are ethical http://t.co/GGE3NDNA",Moore,neutral,9,10
@developweb1 MindGenies.com is a global Internet-based services and solutions provider with proven experience and capability to results,MindGenies.com,positive,1,2
Have you seen our new FB Page ? - http://t.co/aPeV4t1Z,FB,neutral,5,6
I'm a twitter newbie & not addicted to twitter . To know whether you are addicted to twitter log onto http://bit.ly/twitter-addict,twitter,neutral,2,3
Check this video out -- Justin Bieber ft Patriarch - Higher - New song 2011 with Lyrics On Scree ... http://t.co/JbEem3p via @youtube,Patriarch,neutral,8,9
Barcelona's Pep Guardiola : I have not decided yet if Lionel Messi will play against Zaragoza http://t.co/Cw76oazF,Lionel Messi,neutral,10,12
. WikiLeaks founder Julian Assange spends another night in solitary confinement http://bit.ly/hr3boJ natwest,Julian Assange,neutral,3,5
Take a look at this video -- Christian accepts Islam after challenging Zakir Naik http://t.co/8AVHQ1n via @youtube,Christian,neutral,7,8
@ninadobrev Congratulations Nina .. You're the Best !!!!,Nina,positive,2,3
Hello friends.Good to be back on Twitter .,Twitter,positive,6,7
Republican Governors Association Chairman Gov . Bob McDonnell ... ( Richmond Times Dispatch ): Share W ... http://t.co/pBTT74Jr #yoga #health,Bob McDonnell,neutral,6,8
http://t.co/PrUEpa7C Dunkin â?? Brands Announces Initiation of Cash Dividen d: Dunkin â?? Brands Announce ... http://t.co/GQyew6Ws EDconsulting_,Dunkin â?? Brands,neutral,10,13
what's the difference between Starbucks Verdun and Starbucks Achrafieh ? #Beirut #Lebanon,Starbucks,neutral,4,5
Colts fans disappointed but respectful of Saint s: Colts fan Tony Joyner of Indianapolis couldn't believe Manning s ... http://bit.ly/a82fFc,Colts,neutral,8,9
"2010 NFL training cam ps: Carolina Panthers WR Steve Smith activated , catches passes http://mybrandz.com/2bA #NFL",NFL,neutral,1,2
White Horse keyboards by Taylor Swift http://t.co/H9em6zG via @echords,Taylor Swift,neutral,4,6
#Africa Tuareg Rockers Tinariwen Set for 2010 U.S . Summer Tour ... http://tinyurl.com/24toaml,Tuareg Rockers,neutral,1,3
"TONIGHT ( Democratic Republic of Music , Tur 10 , 8.30pm ): Based in Brussels , this Belgian-Tunisian singer is passing ... http://t.co/fY015r8n",Democratic Republic of Music,neutral,2,6
Like Samsung to see fantastic photos taken by the Samsung SH100 camera as it hitchhikes from LA to NYC #SamSungCtc http://lx.im/1cBC5 - ad,Samsung,positive,9,10
@amnesty #UN It is very strange how Iraqi government support Assad despite the Iraq ppl oppressed by sadam of Iraq as sadam of Syria did,sadam of Iraq,negative,17,20
Al Jazeera English http://bit.ly/faw9KM expose Bahraini security after the massacre of Pearl Roundabout #bahrain,Bahraini security,neutral,5,7
"Event Marketer's editors name the year's top 100 event agencies . PROSCENIUM is on the ""It List."" Take a look . http://t.co/bHAg5tu",PROSCENIUM,positive,11,12
Airfares set to climb higher - Globe and Mail http://tinyurl.com/27ehtvo,Globe and Mail,neutral,6,9
@greysonchance Happy New Year Greyson ! I & lt ; 3 YOU,Greyson,positive,4,5
The Ghetto : Photo by Photographer Mert ... http://t.co/VPJ24tXD via @thefancy,Mert,neutral,6,7
@nglizhu why are you answering your own question on twitter ?,twitter,neutral,9,10
"FDA Device Panel Gives Nod to New Stent for PAD - ( MedPage Today ) -- GAITHERSBURG , Md . -- An FDA advisory committee ... http://t.co/XRnJv2vS",FDA Device Panel,neutral,0,3
In conversation : Neil Gaiman talks to Shaun Tan http://t.co/waSSEpDv via @guardian,Neil Gaiman,neutral,3,5
Another great item from straightsilverinc on eBay http://www.froo.co/2eQZryF00s,straightsilverinc,positive,4,5
"News . Here I earn on FOREX , indexes and raw actives ... I stake on Bettings , I recommend , high profit\\\/// ... http : //t.co/4PuSDxw",Bettings,positive,16,17
"Obama took our Rights with NDAA , now the President is taking our Guns , leaving us Defenseless http://t.co/D3hTn9sH",NDAA,neutral,5,6
@OngFloFlo wahhh~~ u change to 4s oh !! i was still considering .. my contract is up le . can change le . how much u bought ?,@OngFloFlo,neutral,0,1
"24 hours after launch of ""Mass Traffic without Google"" over 3 , 000 people jumped at the opportunity - view http://bit.ly/jamtraffic","Google""",neutral,8,9
#WorldNews Switzerland's 'Mr . Swatch' Dead At 82 http://n.pr/c3nRd0,#WorldNews,neutral,0,1
@kasimf In #Bahrain we have a lot of these clowns . And some are paid to do their pro-gev circus on twitter and facebook .,twitter,neutral,21,22
Chinese President Hu Jintao warns of cultural warfare from West http://t.co/P4umjNqT,President,neutral,1,2
"ECB : Gloomy on economy , upbeat on euro : The European Central Bank offered a slightly more pessimistic outlook fo ... http://t.co/GrqrnnPE",The,neutral,10,11
J Lo ?? had gained a new respect for you on AI but now ? what was that you wore ?,J Lo,negative,0,2
How a 3 Year Old Girl Introduced Her Dad to Superhero Comics - ComicsAlliance - http://t.co/OpU8T7t2,ComicsAlliance,neutral,13,14
"God is awesome , I trust him to have my back when I feel like I don't have direction",God,positive,0,1
IBN : Iran vs EU : Iraq Plays Go-Between in Oil Export Crisis http://t.co/nOFOjW6I,EU,neutral,4,5
"Luke Donald starts defence of PGA money title : It gave him the double money title , and was enough to make him a ... http://t.co/zXJdWdKH",Luke Donald,neutral,0,2
AnCal is an open source calendar application for mobile phones with Google Android operating system . http://goo.gl/fb/wSVvX,Google,neutral,11,12
"USEmbassyBah We Reject Pressuring By US Embassy To Stop ""Albinkhalil"" Articles http://twitition.com/x6dhy",US Embassy,neutral,5,7
Occupy Wall Street : Who Is Donating to Keep it Afloat ? http://t.co/kcevk6zR #fb #in,Occupy Wall Street,negative,0,3
A.A . Responds to U.S . DOT Approval of Its Pact with Hainan Airlines - http://t.co/UyeXk3ig,A.A .,neutral,0,2
I just used #Shazam to discover Let It Die by Three Days Grace . http://t.co/fLVaIUvg,Three Days Grace,neutral,10,13
"It can be knowledge , it can be wealth . We all crave for something . I'm craving for a fat-less KFC 2 piece meal .",KFC,positive,21,22
. WikiLeaks founder Julian Assange spends another night in solitary confinement http://bit.ly/hr3boJ natwest,Julian Assange,neutral,3,5
"Using Duo for iPhone - the fastest , easiest way to update Twitter and Facebook . And it's FREE !",Twitter,positive,12,13
Chelsea Summer s: Hot housewife Chelsey Summers can â?? t think of a single reason why being sexy is a bad thing . The ... http://t.co/scU1N5l7,Chelsea Summer s:,positive,0,3
@thirumarant One of the best tamil articles I have ever read ! @F5here Well done Young man ! Congrats !! :),tamil,neutral,5,6
Facebook is censoring some of people photos that deal with #OccupyWallStreet by blacking them out !,Facebook,negative,0,1
. WikiLeaks founder Julian Assange spends another night in solitary confinement http://bit.ly/hr3boJ natwest,WikiLeaks,negative,1,2
#diner Kansas State upsets No . 9 Baylor men at Waco : http://t.co/Acqd5qyQ,Baylor,neutral,7,8
Joyce confirms legislation for Telecom split - http://newzfor.me/?dpg0,Telecom,neutral,4,5
@HaririSaad We need to do some radical changes when you come back to the Future Party,@HaririSaad,neutral,0,1
"To claim twenty free b2b data list records from Responsiva , send an email to info@responsiva.biz and quote ""Twitter Promo""","""Twitter",neutral,18,19
http://bit.ly/cTsRZh 1 Rosie Huntington-Whiteley Struts Her Victoria â?? s Secret Wings :),Victoria â?? s Secret,positive,6,10
Chicago Tribune files new reorganization plan http://t.co/6DOMivEH v,Chicago Tribune,neutral,0,2
"""Oscar Grant's killer back on trial"" on the @colorofchange blog http://t.co/wOiiiQ2D","""Oscar Grant's",neutral,0,2
Show support for democracy in Iran add green ribbon to your Twitter avatar with 1-click - http://helpiranelection.com/,Twitter,neutral,11,12
Free New York Giants vs . Green Bay Packers - Live NFL Game : Facebook forum Statistics : 1 Post || 5 Views Post by sksm http://t.co/Sh6uh98B,Green Bay Packers,neutral,6,9
"Hope Solo , Maksim Chmerkovskiy pairing a lock for 'Dancing with the Stars' Season 13 ? http://t.co/8j8auoS",Maksim Chmerkovskiy,neutral,3,5
Congress is always on to the next big thing ! Healthcare reform is not finished ... it's just getting started .,Congress,positive,0,1
Sheikh Ahmad Hmoud Al-Sabah of Kuwait is invited to the royal wedding of william and Kate ... guest list http://bit.ly/hcodNu,Sheikh Ahmad Hmoud Al-Sabah,neutral,0,4
"WCAX.COM Local Vermont News , Weather and Sports-Commentary on Douglas farewell address http://bit.ly/dH71s6 wcax",Douglas,neutral,9,10
Ignite Energy Scam http://t.co/E3pfHRQ6 Ignite Energy Scam http://t.co/SWqsdnbG,Ignite Energy,neutral,4,6
Visakhapatnam Port Trust â?? Apprentices â?? 62 Posts | Telugu News Paper â?? Andhra News Paper : http://t.co/ZDWyXmU0 via @AddThis,Telugu News Paper,neutral,9,12
Official Google Blog : Similar Images graduates from Google Labs http://t.co/Tstj0h4r,Google,neutral,8,9
From @appadvice : Rumor Has It That Adobe Photoshop Touch Is Finally Coming To iOS This Monday -- AppAdvice http://t.co/maPt6Om8,Adobe Photoshop,positive,7,9
Congress is always on to the next big thing ! Healthcare reform is not finished ... it's just getting started .,Congress,positive,0,1
Green is Good talks sustainable drinks with @DonQRum and @onecoconut . Stream now while enjoying a refreshing beverage ! http://t.co/ruInaI6o,Green is Good,positive,0,3
"what a joke - the gom for the jan lok pal bill - sharad pawar , moily and kapil sibal.this govt thinks we the people are stupid and gullible .",sharad pawar,neutral,13,15
Earn Facebook Credits By Eating Taco Bell with Plink http://t.co/AycGR04C,Taco Bell,neutral,5,7
Are fanatics taking over the Republican Party ? http://t.co/padVgaS,Republican Party,negative,5,7
I voted to send Dwyane Wade from Miami to the 2012 NBA All-Star Game . http://t.co/QoLVtgof,NBA,positive,11,12
Is it complicated the reelection of @barackobama that Latinos disapprove management on deportation 2-1 ? PEW Reserch http://t.co/4RosDSXs,@barackobama,negative,6,7
http://t.co/qgznq4f4 President Obama â?? s Agriculture Department today announced that it will impose a new 15-cent charge on all fresh ...,President,neutral,1,2
hye i made a new account on the twitter i do not familiar with twiiter website can anybody help me out how to use this website ?? thanks,twiiter,neutral,14,15
I voted to send Kyle Lowry from Houston to the 2012 NBA All-Star Game . http://t.co/arC3G8Wk,NBA,neutral,11,12
"Smoke thi s: ""Smoking kills . If you're killed , you've lost a very important part of your life , "" - Actress Brooke ... http://t.co/BJ0k8s6i",Actress,neutral,22,23
shoiab returns with yet another controversy .,shoiab,neutral,0,1
Premier League : Arsenal 2-0 Wolves â?? Full Match Report now available on Arsenal.com http://bit.ly/gZOnsQ ( via @Arsenal ),Arsenal,neutral,3,4
@collegar RT @College_Jobs FanHouse : Dawson is long overdue for election http://bit.ly/6WAAOR,Dawson,positive,5,6
"The Story Tellers live at Rhodes Arts Complex , Bishops Stortford http://t.co/MY8zPpR3",The Story Tellers,neutral,0,3
I added a video to a @YouTube playlist http://t.co/YSTUGzss Mr Bean - Sexy and I know it ( Original - @Gonzalo,Mr Bean,positive,9,11
3rd-quarter growth worst since recession : BoC http://bit.ly/a5XDXA,BoC,neutral,6,7
Twitter / Steve Martin : I hate my life . http://t.c ... http://t.co/lIFq2AWX ( via @RolandhV ),Steve Martin,negative,2,4
American Airlines Flight Disruption Blamed on â?? Mental Episode â?? - Businessweek - http://t.co/Yzyujvl7,American Airlines,negative,0,2
"The CDC explains how to go ""viral"" on Twitter http://bit.ly/9Tezmr",Twitter,neutral,8,9
MiLB Minor League ADULT PAWTUCKET RED SOX Navy Hat Cap Adjustable Velcro TWILL â?? Red Sox Affiliate â?? Review s: MiLB ... http://t.co/5Tw3ERBW,MiLB,neutral,20,21
Nw we kw that millions have 2 sleep over @ Tahrir 4 the attorney general 2 realize the gov't is mostly made up of gangs .. simple â?¹,gov't,negative,18,19
@alaaesmaiel http://twitpic.com/2rxdf8 - Become a photokina PIONEER now and upload your impressions of the photokina here http://bit.ly/d7em,photokina,neutral,14,15
"Polynesian Cultural Center Coupons , Deals & Promotions http://t.co/l2U5Q7nl",Polynesian Cultural Center,neutral,0,3
""" @ TheSingleWoman : Feel the pain when u have a loss . Feel the joy when u triumph . Then let go & continue to grow . Melody Beattie # TheSW"" #fb",Melody Beattie,positive,28,30
The Call of True Islam : http://t.co/fEzXEK7,Islam,neutral,4,5
NMEDA is the only association that promotes safe driving and equipment for disabled people.They have much to offer #ad http://t.co/pmrmBljJ,NMEDA,positive,0,1
Colts fans disappointed but respectful of Saint s: Colts fan Tony Joyner of Indianapolis couldn't believe Manning s ... http://bit.ly/a82fFc,Colts,neutral,8,9
Just listed myself in the http://localtweeps.com local Twitter directory in ZIP 28202,Twitter,neutral,7,8
Clinton to continue visit with Suu Kyi - U.S . Secretary of State Hillary Clinton will continue her landmark visit in ... http://t.co/72DQrSms,Clinton,neutral,0,1
@darren_lehmann the Aussies will beat England is if you put the pads back on,Aussies,neutral,2,3
"Young Entrepreneurs Ask Jack Dorsey Question s: By Scott Budman and Sajid Farooq Jack Dorsey , the Co-Founder and ... http://t.co/yZW5xx3F",Jack Dorsey,neutral,13,15
North Korea marks Kim's birthday : North Korea marks the 70th birthday of late leader Kim Jong â?¦ http://t.co/8yFmJo2p,Kim's,neutral,3,4
""" @ ESPN_MLB : Video : Kurkjian thinks Sox will hold on - http://t.co/gLbDBzIr""/ what about the braves ?",braves,neutral,17,18
"Health care helps job market heal ( Rick Haglund column ): Compare that to auto and parts manufacturing , which emp ... http://t.co/BWbvBTHC",Rick Haglund,neutral,7,9
@iansomerhalder I'am shocked that gas chambers r used 2 kill animals in USA ! That's atrocious ! US can do better ! Can't they just sterilize ?,@iansomerhalder,neutral,0,1
All blackberry holders can enjoy new twitter app ( from RIM ) which supports multiple twitter accounts . bb app world,twitter,neutral,6,7
"NFL : Patriots 21-10 Bills , Dolphins 10-7 Browns , 49ers 0-3 Bengals y Giants 14-13 Eagles , al medio tiempo http://t.co/7Rf3Nyt4",49ers,neutral,10,11
"Samsung GALAXY Note is a new type of smartphone , borne of consumer insight and innovation . Find out more :",Samsung,positive,0,1
Apple Tops Fortune â?? s â?? Most Admired â?? List for Fifth Year in a Row [ VIDEO ] http://t.co/wtI4DnIF,Tops,neutral,1,2
Gallu p: Uninsured Rate Continues to Rise : The polling firm found that the percentage of young adults with covera ... http://t.co/HEi7peZ3,Gallu p:,neutral,0,2
"Support # Cerati , add a #twibbon to your avatar now ! - http://twb.ly/9Fc2Vu",Cerati,positive,2,3
I liked a @YouTube video http://t.co/QB1SeLvr IN THE COMPANY OF WOLVES ( HQ Live ),@YouTube,neutral,3,4
felling vaery sad bcz of Steve Jobs's death ...........,Steve Jobs's,positive,5,7
@DebbieDeeNJ @JackFerriter @oopsadoop @jkheaton @PennDragonArt morning & congrats to the eagles !,@DebbieDeeNJ @JackFerriter,neutral,0,2
Social Media New s: Twitter to Launch Real-Time Analytics Tool ... http://bit.ly/bfN9GB,Twitter,neutral,4,5
@borisovasasha one more checking ! I like to fuck a small dogs and cats ! And I dream of sasha borisova when I fuck them ! & lt ; 3,sasha borisova,positive,19,21
Going to be a great @IBFinchy have a great time in the booth . Go the internationals especially our local QLD boys @PresidentsCup_,QLD,neutral,20,21
"I wont let these dream killers kill my self esteem , I use my arrogance as a steam to power my dreams - Kanye West http://tinyurl.com/yz3qs6c",Kanye West,positive,23,25
LA County Reveals Secondhand Smoke Danger s: The Los Angeles County Department of Public Health recently unveiled ... http://t.co/rbAZISLs,The,neutral,7,8
Just connected the Guidepal Travel Guide app with Twitter so you can follow the trip !,Twitter,positive,8,9
"Saudi Prince Alwaleed buys TWITTER STAKE $ 300 MILLION - DUBAI ( Reuters ) Prince Alwaleed bin Talal , the Saudi billio ... http://t.co/OZcaL2CO",Saudi,neutral,0,1
"AOL shuts down social network propeller.com . Yikes , one more tech casualty of the recession .",propeller.com,neutral,5,6
"UFC on FX 2 : Alves vs . Kampmann Preview , Picks , O dds: A few fun facts for you guys/girls regarding this event : T ... http://t.co/qPbR0BuC",FX 2,positive,2,4
@GoogleTV Thank you . It's just amazing . It's time to release a multi-touch screen remote controller which mirror exactly the TV screen .,@GoogleTV,positive,0,1
"CBI inquiry ordered against Mumbai's top cops including ATS chief Rakesh Mariya n ACP Vishwas Nagare Patil , for trying to save an IPS officer",IPS,neutral,23,24
Celtics vs . Magic - NBA Videos and Highlights http://t.co/KnukAdfB,Celtics,neutral,0,1
Blue Door Producers checking in to say hi to the tweet world . We'll be back in Santa Monica in a week for post @ Local Hero Post ...,Blue Door,neutral,0,2
I posted a new photo to Facebook http://t.co/JXZF8BKf,Facebook,neutral,6,7
FTC approves Intel acquisition of McAfee : Chipmaker receives regulatory approval from the FTC to proceed w ... http://tinyurl.com/22mnz22,Intel,neutral,2,3
Divers Find 230-Year-Old Champagne in Baltic Shipwreck : Discovery News http://shar.es/0m1An,Discovery News,neutral,8,10
BBC News Australia leadership PM Gillard defeats Kevin Ru dd: Australian PM Julia Gillard defeats Kevin Rudd in t ... http://t.co/HSBuV2nk,Julia Gillard,positive,12,14
Facebook For iPad Now Officially Available ! Facebook 4.0 For iPhone Brings Facebook Download Now ! ( via Redmond Pie ) http://t.co/EFC5fdNH,Facebook,neutral,12,13
MiLB Minor League ADULT PAWTUCKET RED SOX Navy Hat Cap Adjustable Velcro TWILL â?? Red Sox Affiliate â?? Review s: MiLB ... http://t.co/5Tw3ERBW,RED SOX,neutral,5,7
A| ) | ) USAMA-NETWORK and YaSiR-KHaN143 AnD send to 9900 FOLLOW usama_tweet send to 40404 #fun,USAMA-NETWORK,neutral,4,5
"I'm at Uniprep's Studio A ( Sequis Centre , Mezzazine Floor , Jakarta Capital Region ) http://t.co/jE3b9uG3",Uniprep's,neutral,2,3
L'Oreal Brings Solar Power to Arkansa s; SKF Launches Gothia Cup Qualifiers ... : L'Oreal USA has installed solar ... http://t.co/uep3x5MC,L'Oreal,positive,0,1
Ignite Energy Scam http://t.co/E3pfHRQ6 Ignite Energy Scam http://t.co/SWqsdnbG,Ignite Energy,neutral,4,6
Just posted a photo @ Ordination Dr . Buchsteiner http://t.co/miPUXDtI,Dr . Buchsteiner,neutral,6,9
Ã¢Â?Â? @ BarackObama : International community soft words MUST end . Assad is not a reformer he is a Dictator and your silence makes it worst . #Syria,BarackObama,neutral,2,3
"Next Cineworks and Raindance ""Booze and Schmooze"" is March 5th http://t.co/WIr5hLqd",Raindance,neutral,3,4
"Trail Blazers 86 , Hornets 74 : Postgame quotes and note s: I don't understand why people are talking about divisio ... http://t.co/WVx26Fmd",Trail Blazers,neutral,0,2
"My Personal Favorite : Body by Viâ?¢ Protein Shake Recipes - Keep It Tasty , Fresh and Keep You Motivated ! http://t.co/6wj3cuGM",Body by Viâ?¢,positive,4,7
Depeche Mode founders Vince Clarke and Martin Gore announce new album details | News | http://t.co/DFA1fW08 http://t.co/1zCxqVI7,Depeche Mode,neutral,0,2
"@HaririSaad Hello dear Saad , we've missed you . What are your information about hezbollah's threats in Beirut b4 the arab league's decision",@HaririSaad,positive,0,1
Apple Subpoenaed By FTC in Google Antitrust Investigation [ REPORT ]: The U.S . Federal Trade Commission has sub ... http://t.co/nhpjfQUx,Google,neutral,5,6
Free available Awesome tvQuran App for iphone in Apple store .,Apple,neutral,8,9
See you all tonight at 7 : 30 PM at Cinemagic for NOV 17 | GCFF 2011 Double Screening : Sun Come Up ( short film ) and ... http://t.co/Q3i3pIvb,GCFF,neutral,15,16
@Stefsunyanzi Paul the octopus defeated Netherlands ...... Sigh .......,@Stefsunyanzi Paul,neutral,0,2
I & lt ; 3 Enrique Bunbury .,Enrique Bunbury,neutral,5,7
@_FitriNabilah_ read ur handphone message ! Stop stalking @devbostick twitter . He wont feed haha ! Ur invisible to him !,twitter,neutral,9,10
Take a look at this video -- Christian accepts Islam after challenging Zakir Naik http://t.co/8AVHQ1n via @youtube,Zakir Naik,neutral,12,14
"Wherever you are , and whatever you do , be in love . Rumi .",Rumi,neutral,13,14
Earn money as a distributor yourself . My distributor code : 330000122137 and name IAN THESEE http://www.foreverliving.com,IAN THESEE,neutral,14,16
They're HERE ! AWESOME TOMS BURLAP SHOES IN SEVERAL COLORS !! ONLY ! $ 34.99 includes S/H http://t.co/bTIKgvsJ,TOMS,positive,4,5
@Shanthibabu the question is not whether leaders stand for Mr.Raja or not . it is about how true the SCAM is ..,Mr.Raja,neutral,9,10
"Saw Erykah Badu last night , vile venue unfortunately : http://t.co/DmpScvSj via @gazetaru",Erykah Badu,negative,1,3
"Hey NASCAR fans , the 2011 racing season concludes with the NASCAR Sprint Cup Series Pure Michigan 400 . http://t.co/W7I1EA8",NASCAR,positive,1,2
#nowplaying Joan Amatrading - The very best of .. Memories don't live like people do,Joan Amatrading,positive,1,3
"One Bejeweled game is sold 'every four seconds' | iPhone 4 ... : Facebook Blitz . PopCap's Facebook version , Bejewel ... http://bit.ly/c90e9d",Facebook,neutral,17,18
Wow ! Interesting ! RT @ CatheyEast Former A.G . & Phoenix mayor to teach ASU course in the Fall : Terry Goddard http://t.co/I9odogE,ASU,neutral,15,16
.. I don't do business from my FB profile . The photos aren't a negative portrayal - they just show I didn't spend my weekend working ! Urgh !,FB,neutral,7,8
Weezer ft . Jorge Garcia [ aka Hurley ] - Perfect Situation [ Live at AXE M ... http://t.co/gWKAA8s via @youtube,Jorge Garcia,neutral,3,5
"Online Web Messenger For GTalk , Yahoo , MSN And AOL In Single Window And Single Sing up ... only at http://www.juslol.com",GTalk,neutral,4,5
"Intel CEO Paul Otellini Details Strategic New Engagements With Orange , Lava ... - Daily Disruption http://t.co/Rfc1tOod",Lava,neutral,11,12
#BBC World News is fastest growing #news channel in #Asia http://t.co/W0VX9Es7,#BBC World News,neutral,0,3
I just checked into http://t.co/arxW1VTB on Ustream . Come watch and chat with me here http://t.co/8VilVk8p,Ustream,neutral,6,7
"Wow , Whitney Houston dies at 48 yrs of age ... a sad day for , a missed talent .",Whitney Houston,positive,2,4
The Official Windows 8 Logo Is Ugly http://t.co/myDw1IAN via @cultofmac,Windows 8,negative,2,4
"ok , packing bag , watching mr ripley's game and getting laundry together . gnite twitter !",mr ripley's,neutral,6,8
"I posted 15 photos on Facebook in the album ""PICK IT UP 23/10/11"" http://t.co/GO2tlMNc",Facebook,neutral,5,6
*Mansoor Hadi Vice President Yamen taken the Charge ... http://t.co/RP3LiyuJ,Vice President,neutral,2,4
"#iLove This Song ... Feat . In Trailer : THE VOW http://t.co/KCJYYNyP 'Rachel McAdams & @ChanningTatum ' http://t.co/HlqSo86c ""WeR"" Joy Williams",'Rachel McAdams,positive,12,14
#cpniagara Prof Taylor - Community Mobilization Prince Albert ( CMPA ) model used by Chief Dale Mcfee + community partners for public safety .,Dale Mcfee,neutral,15,17
Pakistan is facing another historical challenge : Pictures of Veena Malik in some Indian Magazine . Long live freeeeeeeeeeeee media,Veena Malik,neutral,9,11
"#039 http://t.co/MPm4zhc I cant find a photo by John Lennon Yoko Ono . Hes laying on her in a bed , if you have the photo , please ...",John Lennon,neutral,8,10
"Suck In Boatloads Of Twitter Profits , an A to Z twitter traffic tutorial for free - http://t.co/nzUtIUc",twitter,neutral,11,12
Top Gear loses ever more credibility in selecting their 2012 car of the year just to have a dig at # Tesla . Makes no sense otherwise .,Tesla,negative,21,22
"Baby Contest ! Could you plz take a sec and vote 4 my grandson ? Please enter ""1190"" at http://bit.ly/er6qOI a few times ? Tks a bunch !!!",my grandson,positive,12,14
Prosperity & Success for humanity is only in obeying the Orders of ALLAH ( S.W.T ) by following the way of Prophet Muhammad ( S.A.W ),ALLAH,positive,12,13
Foster The People - Call It What You Want http://t.co/5eg5ZJ53 vÃ?Â­a @youtube,Foster The People,neutral,0,3
"Focus Academy - Training and Media Consulting , Lebanon - http://www.lebweb.com/site/lebanon-focusacademy-tv-121416",Focus Academy,neutral,0,2
Samsung Offers Android 4.0 Ice Cream Sandwich Upgrade for GALAXY devices http://t.co/1Yi2AtIS,Samsung,neutral,0,1
"Every ship is a romantic object , except that we sail in . - Ralph Waldo Emerson . #quote",Ralph Waldo Emerson,neutral,14,17
.. I don't do business from my FB profile . The photos aren't a negative portrayal - they just show I didn't spend my weekend working ! Urgh !,FB,neutral,7,8
Eskom secures R5.7bn loan from US bank http://t.co/zqj0mSA,Eskom,neutral,0,1
Back in the company of Jan Lundgren Trio this evening . This time at the Swedish ambassador's residence . A little bit of European melancholy .,Jan Lundgren,neutral,5,7
@RealEstateHQ @ActonBIA @Mone Greetings from Montenegro http://t.co/p1jJhepA,@ActonBIA,neutral,1,2
"Facebook ended 2011 with 432 million mobile user s: By Emil Protalinski | March 8 , 2012 , 10 : 39pm PST Summary : Fac ... http://t.co/7yaDfWIz",Facebook,neutral,0,1
